match_id,date,city,season,host_team,visiting_team,toss_winner,toss_decision,venue,result,dl_applied,winner,player_of_match
1,2008-04-18,Bangalore,2008,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,1,0,Kolkata Knight Riders,BB McCullum
2,2008-04-19,Chandigarh,2008,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,bat,"Punjab Cricket Association Stadium, Mohali",1,0,Chennai Super Kings,MEK Hussey
3,2008-04-19 00:00:00,Delhi,2008,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,bat,Feroz Shah Kotla,1,0,Delhi Daredevils,MF Maharoof
4,2008-04-20,Kolkata,2008,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,bat,Eden Gardens,1,0,Kolkata Knight Riders,DJ Hussey
5,2008-04-20,Mumbai,2008,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Wankhede Stadium,1,0,Royal Challengers Bangalore,MV Boucher
6,2008-04-21,Jaipur,2008,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,bat,Sawai Mansingh Stadium,1,0,Rajasthan Royals,SR Watson
7,2008-04-22,Hyderabad,2008,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal",1,0,Delhi Daredevils,V Sehwag
8,2008-04-23,Chennai,2008,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,"MA Chidambaram Stadium, Chepauk",1,0,Chennai Super Kings,ML Hayden
9,2008-04-24,Hyderabad,2008,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,"Rajiv Gandhi International Stadium, Uppal",1,0,Rajasthan Royals,YK Pathan
10,2008-04-25,Chandigarh,2008,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,"Punjab Cricket Association Stadium, Mohali",1,0,Kings XI Punjab,KC Sangakkara
11,2008-04-26,Chennai,2008,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk",1,0,Chennai Super Kings,JDP Oram
12,2008-04-26,Bangalore,2008,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,M Chinnaswamy Stadium,1,0,Rajasthan Royals,SR Watson
13,2008-04-27,Mumbai,2008,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,Dr DY Patil Sports Academy,1,0,Deccan Chargers,AC Gilchrist
14,2008-04-27,Chandigarh,2008,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,bat,"Punjab Cricket Association Stadium, Mohali",1,0,Kings XI Punjab,SM Katich
15,2008-04-28,Bangalore,2008,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,M Chinnaswamy Stadium,1,0,Chennai Super Kings,MS Dhoni
16,2008-04-29,Kolkata,2008,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Eden Gardens,1,0,Mumbai Indians,ST Jayasuriya
17,2008-04-30,Delhi,2008,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Feroz Shah Kotla,1,0,Delhi Daredevils,GD McGrath
18,2008-05-01,Jaipur,2008,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Sawai Mansingh Stadium,1,0,Rajasthan Royals,SA Asnodkar
19,2008-05-01,Hyderabad,2008,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,"Rajiv Gandhi International Stadium, Uppal",1,0,Kings XI Punjab,SE Marsh
20,2008-05-02,Chennai,2008,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",1,0,Delhi Daredevils,V Sehwag
21,2008-05-03,Chandigarh,2008,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,"Punjab Cricket Association Stadium, Mohali",1,0,Kings XI Punjab,IK Pathan
22,2008-05-03,Bangalore,2008,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,M Chinnaswamy Stadium,1,0,Royal Challengers Bangalore,P Kumar
23,2008-05-04,Jaipur,2008,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Sawai Mansingh Stadium,1,0,Rajasthan Royals,Sohail Tanvir
24,2008-05-04,Mumbai,2008,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Dr DY Patil Sports Academy,1,0,Mumbai Indians,SM Pollock
25,2008-05-05,Bangalore,2008,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,M Chinnaswamy Stadium,1,0,Kings XI Punjab,S Sreesanth
26,2008-05-06,Chennai,2008,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,"MA Chidambaram Stadium, Chepauk",1,0,Deccan Chargers,AC Gilchrist
27,2008-05-07,Mumbai,2008,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Dr DY Patil Sports Academy,1,0,Mumbai Indians,A Nehra
28,2008-05-08,Delhi,2008,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,Feroz Shah Kotla,1,0,Chennai Super Kings,MS Dhoni
29,2008-05-08,Kolkata,2008,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Eden Gardens,1,0,Kolkata Knight Riders,SC Ganguly
30,2008-05-09,Jaipur,2008,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,field,Sawai Mansingh Stadium,1,0,Rajasthan Royals,YK Pathan
31,2008-05-10,Chennai,2008,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,"MA Chidambaram Stadium, Chepauk",1,0,Chennai Super Kings,L Balaji
32,2008-05-11,Hyderabad,2008,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Rajiv Gandhi International Stadium, Uppal",1,0,Kolkata Knight Riders,SC Ganguly
33,2008-05-11,Jaipur,2008,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,field,Sawai Mansingh Stadium,1,0,Rajasthan Royals,SR Watson
34,2008-05-12,Chandigarh,2008,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Punjab Cricket Association Stadium, Mohali",1,0,Kings XI Punjab,SE Marsh
35,2008-05-13,Kolkata,2008,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Eden Gardens,1,0,Kolkata Knight Riders,Shoaib Akhtar
36,2008-05-14,Mumbai,2008,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Wankhede Stadium,1,0,Mumbai Indians,ST Jayasuriya
37,2008-05-15,Delhi,2008,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,Feroz Shah Kotla,1,0,Delhi Daredevils,A Mishra
38,2008-05-16,Mumbai,2008,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Wankhede Stadium,1,0,Mumbai Indians,SM Pollock
39,2008-05-17,Jaipur,2008,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sawai Mansingh Stadium,1,0,Rajasthan Royals,GC Smith
40,2008-05-17,Delhi,2008,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,Feroz Shah Kotla,1,1,Kings XI Punjab,DPMD Jayawardene
41,2008-05-18,Hyderabad,2008,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,"Rajiv Gandhi International Stadium, Uppal",1,0,Mumbai Indians,DJ Bravo
42,2008-05-18,Kolkata,2008,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Eden Gardens,1,1,Chennai Super Kings,M Ntini
43,2008-05-19,Bangalore,2008,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,M Chinnaswamy Stadium,1,0,Delhi Daredevils,SP Goswami
44,2008-05-20,Kolkata,2008,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Eden Gardens,1,0,Rajasthan Royals,YK Pathan
45,2008-05-21,Mumbai,2008,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Wankhede Stadium,1,0,Kings XI Punjab,SE Marsh
46,2008-05-21,Chennai,2008,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"MA Chidambaram Stadium, Chepauk",1,0,Royal Challengers Bangalore,A Kumble
47,2008-05-23,Chandigarh,2008,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,field,"Punjab Cricket Association Stadium, Mohali",1,0,Kings XI Punjab,SE Marsh
48,2008-05-24,Delhi,2008,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,Feroz Shah Kotla,1,0,Delhi Daredevils,KD Karthik
49,2008-05-24,Chennai,2008,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,"MA Chidambaram Stadium, Chepauk",1,0,Rajasthan Royals,JA Morkel
50,2008-05-25,Hyderabad,2008,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal",1,0,Royal Challengers Bangalore,R Vinay Kumar
51,2008-05-25,Kolkata,2008,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Eden Gardens,1,0,Kolkata Knight Riders,Umar Gul
52,2008-05-26,Jaipur,2008,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Sawai Mansingh Stadium,1,0,Rajasthan Royals,Sohail Tanvir
53,2008-05-27,Hyderabad,2008,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal",1,0,Chennai Super Kings,SK Raina
54,2008-05-28,Bangalore,2008,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,1,0,Mumbai Indians,CRD Fernando
55,2008-05-28,Chandigarh,2008,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,"Punjab Cricket Association Stadium, Mohali",1,0,Kings XI Punjab,SE Marsh
56,2008-05-30,Mumbai,2008,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,field,Wankhede Stadium,1,0,Rajasthan Royals,SR Watson
57,2008-05-31,Mumbai,2008,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,bat,Wankhede Stadium,1,0,Chennai Super Kings,M Ntini
58,2008-06-01,Mumbai,2008,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Dr DY Patil Sports Academy,1,0,Rajasthan Royals,YK Pathan
59,2009-04-18,Cape Town,2009,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Newlands,1,0,Royal Challengers Bangalore,R Dravid
60,2009-04-18,Cape Town,2009,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Newlands,1,0,Mumbai Indians,SR Tendulkar
61,2009-04-19,Cape Town,2009,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,field,Newlands,1,1,Delhi Daredevils,DL Vettori
62,2009-04-19,Cape Town,2009,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,bat,Newlands,1,0,Deccan Chargers,RP Singh
63,2009-04-20,Port Elizabeth,2009,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,St George's Park,1,0,Chennai Super Kings,M Muralitharan
64,2009-04-21,Durban,2009,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kingsmead,1,1,Kolkata Knight Riders,CH Gayle
65,2009-04-22,Cape Town,2009,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,Newlands,1,0,Deccan Chargers,AC Gilchrist
66,2009-04-23,Durban,2009,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,bat,Kingsmead,1,0,Delhi Daredevils,AB de Villiers
67,2009-04-23,Cape Town,2009,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Newlands,2,0,Rajasthan Royals,YK Pathan
68,2009-04-24,Durban,2009,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Kingsmead,1,0,Kings XI Punjab,RS Bopara
69,2009-04-25,Durban,2009,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Kingsmead,1,0,Deccan Chargers,PP Ojha
70,2009-04-26,Port Elizabeth,2009,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,St George's Park,1,0,Delhi Daredevils,TM Dilshan
71,2009-04-26,Cape Town,2009,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,Newlands,1,0,Kings XI Punjab,KC Sangakkara
72,2009-04-27,Durban,2009,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Kingsmead,1,0,Deccan Chargers,HH Gibbs
73,2009-04-27,Port Elizabeth,2009,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,St George's Park,1,0,Mumbai Indians,SR Tendulkar
74,2009-04-28,Centurion,2009,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,SuperSport Park,1,0,Rajasthan Royals,YK Pathan
75,2009-04-29,Durban,2009,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kingsmead,1,0,Royal Challengers Bangalore,MV Boucher
76,2009-04-29,Durban,2009,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Kingsmead,1,0,Kings XI Punjab,KC Sangakkara
77,2009-04-30,Centurion,2009,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,SuperSport Park,1,0,Chennai Super Kings,SK Raina
78,2009-04-30,Centurion,2009,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,SuperSport Park,1,0,Delhi Daredevils,DP Nannes
79,2009-05-01,East London,2009,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Buffalo Park,1,0,Mumbai Indians,JP Duminy
80,2009-05-01,Durban,2009,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Kingsmead,1,0,Royal Challengers Bangalore,Yuvraj Singh
81,2009-05-02,Johannesburg,2009,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,New Wanderers Stadium,1,0,Chennai Super Kings,SB Jakati
82,2009-05-02,Port Elizabeth,2009,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,St George's Park,1,0,Rajasthan Royals,YK Pathan
83,2009-05-03,Port Elizabeth,2009,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,St George's Park,1,0,Kings XI Punjab,DPMD Jayawardene
84,2009-05-03,Johannesburg,2009,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,New Wanderers Stadium,1,0,Royal Challengers Bangalore,JH Kallis
85,2009-05-04,East London,2009,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Buffalo Park,1,0,Chennai Super Kings,MS Dhoni
86,2009-05-05,Durban,2009,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Kingsmead,1,0,Rajasthan Royals,GC Smith
87,2009-05-05,Durban,2009,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kingsmead,1,0,Delhi Daredevils,G Gambhir
88,2009-05-06,Centurion,2009,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,SuperSport Park,1,0,Deccan Chargers,RG Sharma
89,2009-05-07,Centurion,2009,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,SuperSport Park,1,0,Rajasthan Royals,A Singh
90,2009-05-07,Centurion,2009,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,SuperSport Park,1,1,Chennai Super Kings,ML Hayden
91,2009-05-08,East London,2009,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,Buffalo Park,1,0,Delhi Daredevils,A Nehra
92,2009-05-09,Kimberley,2009,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,De Beers Diamond Oval,1,0,Chennai Super Kings,S Badrinath
93,2009-05-09,Kimberley,2009,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,De Beers Diamond Oval,1,0,Kings XI Punjab,DPMD Jayawardene
94,2009-05-10,Johannesburg,2009,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,field,New Wanderers Stadium,1,0,Delhi Daredevils,A Mishra
95,2009-05-10,Port Elizabeth,2009,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,St George's Park,1,0,Mumbai Indians,JP Duminy
96,2009-05-11,Kimberley,2009,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,De Beers Diamond Oval,1,0,Deccan Chargers,DR Smith
97,2009-05-12,Centurion,2009,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,SuperSport Park,1,0,Mumbai Indians,Harbhajan Singh
98,2009-05-12,Centurion,2009,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,SuperSport Park,1,0,Royal Challengers Bangalore,LRPL Taylor
99,2009-05-13,Durban,2009,Deccan Chargers,Delhi Daredevils,Deccan Chargers,field,Kingsmead,1,0,Delhi Daredevils,R Bhatia
100,2009-05-14,Durban,2009,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Kingsmead,1,0,Rajasthan Royals,SK Warne
101,2009-05-14,Durban,2009,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Kingsmead,1,0,Royal Challengers Bangalore,LRPL Taylor
102,2009-05-15,Bloemfontein,2009,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,OUTsurance Oval,1,0,Kings XI Punjab,B Lee
103,2009-05-16,Port Elizabeth,2009,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,St George's Park,1,0,Chennai Super Kings,ML Hayden
104,2009-05-16,Johannesburg,2009,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,New Wanderers Stadium,1,0,Deccan Chargers,RG Sharma
105,2009-05-17,Bloemfontein,2009,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,OUTsurance Oval,1,0,Delhi Daredevils,AB de Villiers
106,2009-05-17,Johannesburg,2009,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,New Wanderers Stadium,1,0,Kings XI Punjab,Yuvraj Singh
107,2009-05-18,Centurion,2009,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,SuperSport Park,1,0,Kolkata Knight Riders,BJ Hodge
108,2009-05-19,Johannesburg,2009,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,bat,New Wanderers Stadium,1,0,Royal Challengers Bangalore,JH Kallis
109,2009-05-20,Durban,2009,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kingsmead,1,0,Kolkata Knight Riders,LR Shukla
110,2009-05-20,Durban,2009,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Kingsmead,1,0,Chennai Super Kings,M Muralitharan
111,2009-05-21,Centurion,2009,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,SuperSport Park,1,0,Royal Challengers Bangalore,MK Pandey
112,2009-05-21,Centurion,2009,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,SuperSport Park,1,0,Delhi Daredevils,V Sehwag
113,2009-05-22,Centurion,2009,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,SuperSport Park,1,0,Deccan Chargers,AC Gilchrist
114,2009-05-23,Johannesburg,2009,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,New Wanderers Stadium,1,0,Royal Challengers Bangalore,MK Pandey
115,2009-05-24,Johannesburg,2009,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,New Wanderers Stadium,1,0,Deccan Chargers,A Kumble
116,2010-03-12,Mumbai,2010,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Dr DY Patil Sports Academy,1,0,Kolkata Knight Riders,AD Mathews
117,2010-03-13,Chandigarh,2010,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,"Punjab Cricket Association Stadium, Mohali",1,0,Delhi Daredevils,G Gambhir
118,2010-03-13,Mumbai,2010,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Brabourne Stadium,1,0,Mumbai Indians,YK Pathan
119,2010-03-14,Chennai,2010,Chennai Super Kings,Deccan Chargers,Deccan Chargers,bat,"MA Chidambaram Stadium, Chepauk",1,0,Deccan Chargers,WPUJC Vaas
120,2010-03-14,Kolkata,2010,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Eden Gardens,1,0,Kolkata Knight Riders,MK Tiwary
121,2010-03-15,Ahmedabad,2010,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,"Sardar Patel Stadium, Motera",1,0,Delhi Daredevils,V Sehwag
122,2010-03-16,Bangalore,2010,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,bat,M Chinnaswamy Stadium,1,0,Royal Challengers Bangalore,JH Kallis
123,2010-03-16,Kolkata,2010,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Eden Gardens,1,0,Chennai Super Kings,MS Dhoni
124,2010-03-17,Delhi,2010,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,Feroz Shah Kotla,1,0,Mumbai Indians,SR Tendulkar
125,2010-03-18,Bangalore,2010,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,1,0,Royal Challengers Bangalore,JH Kallis
126,2010-03-19,Delhi,2010,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,Feroz Shah Kotla,1,0,Chennai Super Kings,ML Hayden
127,2010-03-19,Cuttack,2010,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Barabati Stadium,1,0,Deccan Chargers,A Symonds
128,2010-03-20,Ahmedabad,2010,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,"Sardar Patel Stadium, Motera",1,0,Rajasthan Royals,AA Jhunjhunwala
129,2010-03-20,Mumbai,2010,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Brabourne Stadium,1,0,Royal Challengers Bangalore,JH Kallis
130,2010-03-21,Cuttack,2010,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,Barabati Stadium,1,0,Deccan Chargers,A Symonds
131,2010-03-21,Chennai,2010,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,"MA Chidambaram Stadium, Chepauk",2,0,Kings XI Punjab,J Theron
132,2010-03-22,Mumbai,2010,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Brabourne Stadium,1,0,Mumbai Indians,SR Tendulkar
133,2010-03-23,Bangalore,2010,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,M Chinnaswamy Stadium,1,0,Royal Challengers Bangalore,RV Uthappa
134,2010-03-24,Chandigarh,2010,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,"Punjab Cricket Association Stadium, Mohali",1,0,Rajasthan Royals,AC Voges
135,2010-03-25,Mumbai,2010,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Brabourne Stadium,1,0,Mumbai Indians,SR Tendulkar
136,2010-03-25,Bangalore,2010,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,1,0,Delhi Daredevils,KM Jadhav
137,2010-03-26,Ahmedabad,2010,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,"Sardar Patel Stadium, Motera",1,0,Rajasthan Royals,YK Pathan
138,2010-03-27,Chandigarh,2010,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Punjab Cricket Association Stadium, Mohali",1,0,Kolkata Knight Riders,MK Tiwary
139,2010-03-28,Ahmedabad,2010,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,"Sardar Patel Stadium, Motera",1,0,Rajasthan Royals,NV Ojha
140,2010-03-28,Mumbai,2010,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,Dr DY Patil Sports Academy,1,0,Mumbai Indians,Harbhajan Singh
141,2010-03-29,Delhi,2010,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Feroz Shah Kotla,1,0,Delhi Daredevils,DA Warner
142,2010-03-30,Mumbai,2010,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Brabourne Stadium,1,0,Mumbai Indians,SL Malinga
143,2010-03-31,Chennai,2010,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"MA Chidambaram Stadium, Chepauk",1,0,Chennai Super Kings,M Vijay
144,2010-03-31,Delhi,2010,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Feroz Shah Kotla,1,0,Delhi Daredevils,KD Karthik
145,2010-04-01,Kolkata,2010,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,Eden Gardens,1,0,Kolkata Knight Riders,SC Ganguly
146,2010-04-02,Chandigarh,2010,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,"Punjab Cricket Association Stadium, Mohali",1,0,Royal Challengers Bangalore,KP Pietersen
147,2010-04-03,Mumbai,2010,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,Brabourne Stadium,1,0,Mumbai Indians,AT Rayudu
148,2010-04-03,Chennai,2010,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",1,0,Chennai Super Kings,M Vijay
149,2010-04-04,Kolkata,2010,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,Eden Gardens,1,0,Kings XI Punjab,DPMD Jayawardene
150,2010-04-04,Delhi,2010,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,Feroz Shah Kotla,1,0,Delhi Daredevils,PD Collingwood
151,2010-04-05,Nagpur,2010,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,bat,"Vidarbha Cricket Association Stadium, Jamtha",1,0,Rajasthan Royals,SK Warne
152,2010-04-06,Chennai,2010,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",1,0,Chennai Super Kings,SK Raina
153,2010-04-07,Jaipur,2010,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,bat,Sawai Mansingh Stadium,1,0,Rajasthan Royals,MJ Lumb
154,2010-04-07,Kolkata,2010,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Eden Gardens,1,0,Kolkata Knight Riders,SC Ganguly
155,2010-04-08,Bangalore,2010,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,M Chinnaswamy Stadium,1,0,Deccan Chargers,TL Suman
156,2010-04-09,Chandigarh,2010,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,"Punjab Cricket Association Stadium, Mohali",1,0,Kings XI Punjab,KC Sangakkara
157,2010-04-10,Bangalore,2010,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,1,0,Royal Challengers Bangalore,R Vinay Kumar
158,2010-04-10,Nagpur,2010,Deccan Chargers,Chennai Super Kings,Chennai Super Kings,bat,"Vidarbha Cricket Association Stadium, Jamtha",1,0,Deccan Chargers,RJ Harris
159,2010-04-11,Jaipur,2010,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Sawai Mansingh Stadium,1,0,Mumbai Indians,SR Tendulkar
160,2010-04-11,Delhi,2010,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,Feroz Shah Kotla,1,0,Kings XI Punjab,PP Chawla
161,2010-04-12,Nagpur,2010,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Vidarbha Cricket Association Stadium, Jamtha",1,0,Deccan Chargers,Harmeet Singh
162,2010-04-13,Chennai,2010,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk",1,0,Chennai Super Kings,R Ashwin
